AC-ID,AC-TITLE,AAD-ID,AAD-TITLE,LABEL,SCORE
specifier-1.1,Décrire les types de données en entrée et sortie de chaque composant,BGD-CBD01,"Identifier les caractéristiques des données massives (volume, vélocité, variété, véracité)",0,0.0474601335
specifier-1.1,Décrire les types de données en entrée et sortie de chaque composant,BGD-CBD02,Expliquer les enjeux liés au traitement de données massives,0,0.1105653340
specifier-1.1,Décrire les types de données en entrée et sortie de chaque composant,BGD-CBD03,Expliquer les limites des systèmes de gestion de données traditionnels,0,0.1552201416
specifier-1.1,Décrire les types de données en entrée et sortie de chaque composant,BGD-ARC01,Décrire l'organisation générale d'un système Big Data,0,0.0929412444
specifier-1.1,Décrire les types de données en entrée et sortie de chaque composant,BGD-ARC02,"Expliquer le rôle des différentes couches (batch, temps réel, stockage)",0,0.0000000000
specifier-1.1,Décrire les types de données en entrée et sortie de chaque composant,BGD-ARC03,"Décrire les étapes de traitement des données (collecte, traitement, stockage)",0,0.2025686489
specifier-1.1,Décrire les types de données en entrée et sortie de chaque composant,BGD-STO01,Décrire les principes du stockage distribué des données,1,0.1697680746
specifier-1.1,Décrire les types de données en entrée et sortie de chaque composant,BGD-STO02,"Expliquer les mécanismes assurant la fiabilité des données (réplication, distribution)",0,0.0494888328
specifier-1.1,Décrire les types de données en entrée et sortie de chaque composant,BGD-STO03,Identifier différents types de bases de données adaptées au Big Data,0,0.2337459568
specifier-1.1,Décrire les types de données en entrée et sortie de chaque composant,BGD-STO04,"Manipuler des données dans une base NoSQL (requêtes, insertion, modification)",0,0.0224121016
specifier-1.1,Décrire les types de données en entrée et sortie de chaque composant,BGD-TRD01,Décrire le principe du traitement de données en mode batch,0,0.2296189401
specifier-1.1,Décrire les types de données en entrée et sortie de chaque composant,BGD-TRD02,Expliquer le fonctionnement du modèle MapReduce,0,0.0000000000
specifier-1.1,Décrire les types de données en entrée et sortie de chaque composant,BGD-TRD03,Concevoir un traitement distribué à partir d'un problème donné,0,0.0000000000
specifier-1.1,Décrire les types de données en entrée et sortie de chaque composant,BGD-TRD04,Identifier les limites des traitements batch pour certaines applications,0,0.0269517196
specifier-1.1,Décrire les types de données en entrée et sortie de chaque composant,BGD-TRT01,Expliquer les principes du traitement de données en flux,0,0.1848334092
specifier-1.1,Décrire les types de données en entrée et sortie de chaque composant,BGD-TRT02,Comparer les traitements batch et temps réel,0,0.0800611446
specifier-1.1,Décrire les types de données en entrée et sortie de chaque composant,BGD-TRT03,"Décrire les étapes d'un traitement de données en temps réel (collecte, traitement, stockage)",0,0.2250353274
specifier-1.1,Décrire les types de données en entrée et sortie de chaque composant,BGD-TRT04,Utiliser des outils de traitement de flux pour analyser des données en temps réel,0,0.1579988864
specifier-1.1,Décrire les types de données en entrée et sortie de chaque composant,BGD-COL01,Décrire les mécanismes de collecte de données dans un système distribué,1,0.2462675253
specifier-1.1,Décrire les types de données en entrée et sortie de chaque composant,BGD-COL02,Expliquer le principe d'échange de données entre producteurs et consommateurs,0,0.1076457983
specifier-1.1,Décrire les types de données en entrée et sortie de chaque composant,BGD-COL03,Interagir avec des services permettant d'accéder aux données (API),0,0.0226802921
specifier-1.1,Décrire les types de données en entrée et sortie de chaque composant,BGD-COL04,Mettre à disposition des données via une interface ou un service,0,0.0243948850
specifier-1.1,Décrire les types de données en entrée et sortie de chaque composant,BGD-SYS01,Mettre en place un environnement de travail pour le traitement de données,0,0.1720373815
specifier-1.1,Décrire les types de données en entrée et sortie de chaque composant,BGD-SYS02,Exécuter des traitements distribués sur un système Big Data,0,0.0000000000
specifier-1.1,Décrire les types de données en entrée et sortie de chaque composant,BGD-SYS03,Interpréter les résultats produits par un traitement de données,0,0.1117446216
specifier-1.1,Décrire les types de données en entrée et sortie de chaque composant,BGD-PRJ01,Concevoir une architecture répondant à un besoin de traitement de données massives,0,0.1162801955
specifier-1.1,Décrire les types de données en entrée et sortie de chaque composant,BGD-PRJ02,Intégrer différents outils dans une chaîne de traitement cohérente,0,0.0468914087
specifier-1.1,Décrire les types de données en entrée et sortie de chaque composant,BGD-PRJ03,Exploiter et restituer les résultats d'un traitement de données,0,0.1740605072
specifier-1.2,Décomposer et organiser un processus,BGD-CBD01,"Identifier les caractéristiques des données massives (volume, vélocité, variété, véracité)",0,0.0000000000
specifier-1.2,Décomposer et organiser un processus,BGD-CBD02,Expliquer les enjeux liés au traitement de données massives,0,0.0000000000
specifier-1.2,Décomposer et organiser un processus,BGD-CBD03,Expliquer les limites des systèmes de gestion de données traditionnels,0,0.0000000000
specifier-1.2,Décomposer et organiser un processus,BGD-ARC01,Décrire l'organisation générale d'un système Big Data,1,0.0523592258
specifier-1.2,Décomposer et organiser un processus,BGD-ARC02,"Expliquer le rôle des différentes couches (batch, temps réel, stockage)",1,0.0000000000
specifier-1.2,Décomposer et organiser un processus,BGD-ARC03,"Décrire les étapes de traitement des données (collecte, traitement, stockage)",1,0.0000000000
specifier-1.2,Décomposer et organiser un processus,BGD-STO01,Décrire les principes du stockage distribué des données,0,0.0000000000
specifier-1.2,Décomposer et organiser un processus,BGD-STO02,"Expliquer les mécanismes assurant la fiabilité des données (réplication, distribution)",0,0.0000000000
specifier-1.2,Décomposer et organiser un processus,BGD-STO03,Identifier différents types de bases de données adaptées au Big Data,0,0.0000000000
specifier-1.2,Décomposer et organiser un processus,BGD-STO04,"Manipuler des données dans une base NoSQL (requêtes, insertion, modification)",0,0.0000000000
specifier-1.2,Décomposer et organiser un processus,BGD-TRD01,Décrire le principe du traitement de données en mode batch,1,0.0000000000
specifier-1.2,Décomposer et organiser un processus,BGD-TRD02,Expliquer le fonctionnement du modèle MapReduce,0,0.0000000000
specifier-1.2,Décomposer et organiser un processus,BGD-TRD03,Concevoir un traitement distribué à partir d'un problème donné,0,0.0999582453
specifier-1.2,Décomposer et organiser un processus,BGD-TRD04,Identifier les limites des traitements batch pour certaines applications,0,0.0000000000
specifier-1.2,Décomposer et organiser un processus,BGD-TRT01,Expliquer les principes du traitement de données en flux,0,0.0000000000
specifier-1.2,Décomposer et organiser un processus,BGD-TRT02,Comparer les traitements batch et temps réel,0,0.0683977474
specifier-1.2,Décomposer et organiser un processus,BGD-TRT03,"Décrire les étapes d'un traitement de données en temps réel (collecte, traitement, stockage)",1,0.0457996403
specifier-1.2,Décomposer et organiser un processus,BGD-TRT04,Utiliser des outils de traitement de flux pour analyser des données en temps réel,0,0.0000000000
specifier-1.2,Décomposer et organiser un processus,BGD-COL01,Décrire les mécanismes de collecte de données dans un système distribué,0,0.0509570449
specifier-1.2,Décomposer et organiser un processus,BGD-COL02,Expliquer le principe d'échange de données entre producteurs et consommateurs,0,0.0539701294
specifier-1.2,Décomposer et organiser un processus,BGD-COL03,Interagir avec des services permettant d'accéder aux données (API),0,0.0000000000
specifier-1.2,Décomposer et organiser un processus,BGD-COL04,Mettre à disposition des données via une interface ou un service,0,0.0460299263
specifier-1.2,Décomposer et organiser un processus,BGD-SYS01,Mettre en place un environnement de travail pour le traitement de données,0,0.0482379748
specifier-1.2,Décomposer et organiser un processus,BGD-SYS02,Exécuter des traitements distribués sur un système Big Data,0,0.0462695854
specifier-1.2,Décomposer et organiser un processus,BGD-SYS03,Interpréter les résultats produits par un traitement de données,0,0.0539177413
specifier-1.2,Décomposer et organiser un processus,BGD-PRJ01,Concevoir une architecture répondant à un besoin de traitement de données massives,0,0.0465022612
specifier-1.2,Décomposer et organiser un processus,BGD-PRJ02,Intégrer différents outils dans une chaîne de traitement cohérente,0,0.0000000000
specifier-1.2,Décomposer et organiser un processus,BGD-PRJ03,Exploiter et restituer les résultats d'un traitement de données,0,0.1308795760
