AC-ID,AC-TITLE,AAD-ID,AAD-TITLE,LABEL
specifier-1.1,Décrire les types de données en entrée et sortie de chaque composant,ALGO-AN001,Désigner les choses (identifiant significatif),0
specifier-1.1,Décrire les types de données en entrée et sortie de chaque composant,ALGO-AN002,Être précis quant aux types de données utilisés,0
specifier-1.1,Décrire les types de données en entrée et sortie de chaque composant,ALGO-AN003,Comprendre le rôle de l'analyse,0
specifier-1.1,Décrire les types de données en entrée et sortie de chaque composant,ALGO-AN004,Comprendre et appliquer des consignes algorithmiques sur un exemple,0
specifier-1.1,Décrire les types de données en entrée et sortie de chaque composant,ALGO-AN101,Identifier les entrées et sorties d'un problème,1
specifier-1.1,Décrire les types de données en entrée et sortie de chaque composant,ALGO-AN102,Décomposer logiquement un problème,0
specifier-1.1,Décrire les types de données en entrée et sortie de chaque composant,ALGO-AN103,Généraliser un problème,0
specifier-1.1,Décrire les types de données en entrée et sortie de chaque composant,ALGO-AN104,Savoir si un problème doit être décomposé,0
specifier-1.1,Décrire les types de données en entrée et sortie de chaque composant,ALGO-AN105,Identifier un problème naturellement récursif (directement ou indirectement),0
specifier-1.1,Décrire les types de données en entrée et sortie de chaque composant,ALGO-AN106,Formaliser une analyse descendante à l'aide du langage vu en cours,0
specifier-1.1,Décrire les types de données en entrée et sortie de chaque composant,ALGO-AN201,Identifier les dépendances d'un TAD,0
specifier-1.1,Décrire les types de données en entrée et sortie de chaque composant,ALGO-AN202,Définir des TAD génériques,0
specifier-1.1,Décrire les types de données en entrée et sortie de chaque composant,ALGO-AN203,Savoir si une opération identifiée fait partie du TAD à spécifier,0
specifier-1.1,Décrire les types de données en entrée et sortie de chaque composant,ALGO-AN204,Formaliser des opérations d'un TAD,0
specifier-1.1,Décrire les types de données en entrée et sortie de chaque composant,ALGO-AN205,Formaliser les préconditions d'une opération d'un TAD,0
specifier-1.1,Décrire les types de données en entrée et sortie de chaque composant,ALGO-AN206,Formaliser des axiomes ou savoir définir la sémantique d'une opération d'un TAD,0
specifier-1.1,Décrire les types de données en entrée et sortie de chaque composant,ALGO-AN207,Formaliser un TAD à l'aide le langage vu en cours,0
specifier-1.1,Décrire les types de données en entrée et sortie de chaque composant,ALGO-AN301,Lister les collections usuelles,0
specifier-1.1,Décrire les types de données en entrée et sortie de chaque composant,ALGO-AN302,Formaliser sous forme de TAD une collection,0
specifier-1.1,Décrire les types de données en entrée et sortie de chaque composant,ALGO-AN401,Spécifier les différents types de graphes (étiqueté et/ou valué),0
specifier-1.1,Décrire les types de données en entrée et sortie de chaque composant,ALGO-CP001,Comprendre le paradigme de programmation impératif,0
