AC-ID,AC-TITLE,AAD-ID,AAD-TITLE,LABEL
specifier-1.1,Décrire les types de données en entrée et sortie de chaque composant,ANANUM-1-1,Retrouver les dimensions d’une matrice,1
specifier-1.1,Décrire les types de données en entrée et sortie de chaque composant,ANANUM-1-2,Identifier les différents type de matrice (structure et taille),1
specifier-1.1,Décrire les types de données en entrée et sortie de chaque composant,ANANUM-1-3,Identifier et connaître un problème des moindres carrés,1
specifier-1.1,Décrire les types de données en entrée et sortie de chaque composant,ANANUM-2-1,Retrouver le schema de résolution des moindres carrés avec la méthode du gradient,0
specifier-1.1,Décrire les types de données en entrée et sortie de chaque composant,ANANUM-3-1,Maitriser les opérations vectorielles (produit scalaire,0
specifier-1.1,Décrire les types de données en entrée et sortie de chaque composant,ANANUM-14-1,Etre capable de représenter un systèmes d’équation linéaire sous forme matricielle,0
specifier-1.1,Décrire les types de données en entrée et sortie de chaque composant,ANANUM-15-3,Connaitre les propriétés d’une matrice de Gauss,0
specifier-1.1,Décrire les types de données en entrée et sortie de chaque composant,ANANUM-15-4,Connaitre les propriétés d’une matrice de permutation,0
specifier-1.1,Décrire les types de données en entrée et sortie de chaque composant,ANANUM-15-5,Connaitre les propriétés d’une matrice définie positive,0
specifier-1.1,Décrire les types de données en entrée et sortie de chaque composant,ANANUM-15-6,Connaitre les propriétés d’une matrice orthogonale,0
specifier-1.1,Décrire les types de données en entrée et sortie de chaque composant,ANANUM-15-7,Connaitre les propriétés d’une matrice de Householder,0
specifier-1.1,Décrire les types de données en entrée et sortie de chaque composant,ANANUM-15-8,Connaitre les propriétés des normes matricielles et vectorielles,0
specifier-1.1,Décrire les types de données en entrée et sortie de chaque composant,ANANUM-15-9,Connaitre les propriétés de la décomposition valeurs propres,0
specifier-1.1,Décrire les types de données en entrée et sortie de chaque composant,ANANUM-15-10,Connaitre les propriétés de la décomposition valeurs singulières,0
specifier-1.1,Décrire les types de données en entrée et sortie de chaque composant,ANANUM-16-1,Connaitre les conditions d’applications de Cholesky et LDL,0
specifier-1.1,Décrire les types de données en entrée et sortie de chaque composant,ANANUM-16-2,Identifier les avantages/limites des méthodes décomposition,0
specifier-1.1,Décrire les types de données en entrée et sortie de chaque composant,ANANUM-16-3,Identifier les similitudes et différences entre Jacobi,0
specifier-1.1,Décrire les types de données en entrée et sortie de chaque composant,ANANUM-29-1,Etre capable d’implémenter un produit matriciel,0
specifier-1.1,Décrire les types de données en entrée et sortie de chaque composant,ANANUM-29-2,Etre capable d’implémenter un produit matriciel de différentes manières,0
specifier-1.1,Décrire les types de données en entrée et sortie de chaque composant,ANANUM-29-3,Connaitre les complexités des opérations vectorielles et matricielles,0
specifier-1.1,Décrire les types de données en entrée et sortie de chaque composant,ANANUM-29-4,Implémenter la résolution d’un systeme d’équation linéaire avec matrice diagonale,0
specifier-1.1,Décrire les types de données en entrée et sortie de chaque composant,ANANUM-29-5,Implémenter la résolution d’un systeme d’équation linéaire avec matrice triangulaire,0
specifier-1.1,Décrire les types de données en entrée et sortie de chaque composant,ANANUM-29-6,Retrouver l’algorithme de calcul de l’inverse d’une matrice triangulaire,0
